id_vente,id_client,id_produit,date_vente,quantite,prix_paye
2289,334,69,2025-05-28,1,186.83
2290,479,59,2024-12-16,1,122.16
2291,328,101,2024-09-03,1,15.78
2292,107,119,2024-08-10,2,524.61
2293,120,57,2024-12-05,1,349.1
2294,264,2,2025-03-17,1,18.99
2295,394,105,2025-06-22,1,205.64
2296,397,75,2024-10-12,1,137.49
2297,319,127,2025-05-12,1,179.33
2298,241,97,2025-06-14,1,24.03
2299,154,21,2024-10-25,1,199.22
2300,483,113,2025-04-04,1,440.12
2301,472,116,2024-12-07,1,105.33
2302,259,80,2025-06-20,1,189.8
2303,383,121,2025-04-19,1,538.87
2304,238,56,2025-05-16,1,443.42
2305,386,28,2024-09-15,2,213.35
2306,346,65,2025-03-10,1,135.17
2307,477,74,2024-12-04,2,488.38
2308,426,12,2025-01-12,1,261.78
2309,86,127,2025-01-16,1,179.33
2310,264,35,2025-07-21,1,401.85
2311,162,36,2025-07-11,1,91.26
2312,106,42,2025-05-03,1,19.58
2313,492,69,2024-10-03,38,186.83
2314,282,36,2025-01-31,1,91.26
2315,200,51,2024-10-03,1,383.07
2316,437,97,2024-11-07,1,24.03
2317,188,57,2024-11-22,1,349.1
2318,472,24,2024-12-22,1,563.43
2319,344,10,2025-06-17,1,394.66
2320,295,126,2024-11-22,1,217.72
2321,499,114,2024-08-19,1,647.69
2322,212,143,2024-11-16,1,385.7
2323,496,134,2025-06-23,1,524.84
2324,66,132,2024-12-21,2,208.38
2325,123,16,2025-04-10,1,412.27
2326,288,111,2024-11-08,3,438.69
2327,352,20,2024-09-03,2,636.49
2328,396,150,2024-12-19,1,468.27
2329,403,59,2025-07-14,1,122.16
2330,120,143,2025-06-11,1,385.7
2331,448,93,2025-06-29,1,575.84
2332,389,86,2025-01-13,1,118.49
2333,215,26,2025-02-25,1,80.28
2334,71,76,2025-04-11,1,398.3
2335,359,61,2024-11-23,1,131.98
2336,172,147,2025-01-09,1,363.91
2337,200,123,2024-11-08,1,79.03
2338,148,143,2024-12-06,1,385.7
2339,194,146,2025-01-16,1,343.96
2340,37,144,2024-12-07,1,183.68
2341,286,66,2025-03-31,1,198.33
2342,120,130,2025-05-24,1,499.34
2343,111,34,2025-02-10,1,333.49
2344,311,20,2025-07-22,3,636.49
2345,331,53,2024-10-05,1,487.84
2346,249,112,2025-03-15,1,332.67
2347,359,16,2024-09-03,3,412.27
2348,339,45,2024-12-29,1,53.21
2349,202,115,2025-02-22,3,281.46
2350,87,139,2025-02-27,1,224.44
2351,227,50,2025-06-16,2,98.91
2352,319,61,2025-06-14,1,131.98
2353,327,133,2024-09-25,1,145.25
2354,463,31,2024-12-10,3,211.87
2355,169,30,2025-03-16,1,442.18
2356,107,41,2024-08-31,1,189.78
2357,282,77,2025-05-27,1,516.83
2358,107,104,2024-10-15,1,235.06
2359,138,84,2025-06-05,2,338.34
2360,339,124,2025-07-14,1,209.47
2361,140,37,2024-11-30,1,226.59
2362,164,141,2025-03-05,1,489.58
2363,442,72,2024-11-11,1,246.7
2364,258,127,2024-11-12,1,179.33
2365,306,54,2025-01-22,1,349.2
2366,290,125,2025-06-12,2,300.73
2367,292,34,2025-01-16,1,333.49
2368,205,65,2025-07-21,2,135.17
2369,194,52,2025-06-16,2,225.66
2370,155,113,2025-02-09,1,440.12
2371,67,8,2024-11-03,1,62.79
2372,61,95,2024-09-07,1,61.73
2373,189,13,2025-05-12,1,379.07
2374,194,53,2024-12-27,1,487.84
2375,48,3,2025-02-01,1,217.96
2376,319,14,2024-08-16,1,348.48
2377,481,72,2024-12-24,1,246.7
2378,197,146,2024-12-13,1,343.96
2379,23,112,2024-12-04,1,332.67
2380,394,120,2024-08-12,1,556.25
2381,152,128,2024-12-13,1,384.68
2382,193,4,2024-10-10,1,510.73
2383,221,145,2024-09-26,1,96.4
2384,472,22,2024-11-16,2,163.49
2385,147,94,2024-12-01,1,512.02
2386,152,138,2025-07-31,3,382.16
2387,257,21,2024-11-07,1,199.22
2388,317,9,2025-06-03,2,719.54
2389,110,36,2025-06-22,1,91.26
2390,182,1,2025-05-28,1,335.74
2391,45,72,2025-05-02,1,246.7
2392,280,84,2024-10-16,1,338.34
2393,363,25,2024-12-22,1,485.62
2394,205,73,2025-04-08,1,488.92
2395,344,136,2024-10-25,1,82.14
2396,31,77,2025-03-26,1,516.83
2397,93,64,2025-04-11,2,312.23
2398,199,57,2025-05-25,1,349.1
2399,36,52,2024-11-15,1,225.66
2400,124,89,2024-11-12,1,211.17
2401,266,52,2024-11-29,1,225.66
2402,363,136,2025-01-04,1,82.14
2403,264,150,2025-02-08,1,468.27
2404,431,29,2024-09-13,1,58.54
2405,54,128,2024-09-13,1,384.68
2406,191,132,2025-04-23,1,208.38
2407,385,110,2025-05-26,2,152.47
2408,95,110,2025-03-07,1,152.47
2409,383,71,2025-03-10,2,320.91
2410,135,68,2025-04-12,1,295.67
2411,310,110,2025-02-12,1,152.47
2412,362,9,2025-03-15,1,719.54
2413,307,45,2025-06-27,1,53.21
2414,472,115,2024-09-12,1,281.46
2415,57,106,2025-06-26,1,330.68
2416,364,18,2024-12-20,1,102.42
2417,378,3,2024-09-20,1,217.96
2418,223,46,2025-02-01,1,429.28
2419,167,135,2024-11-11,1,416.04
2420,272,106,2025-07-12,2,330.68
2421,395,29,2024-11-06,1,58.54
2422,361,90,2024-12-23,1,456.59
2423,306,69,2024-11-25,2,186.83
2424,461,31,2024-11-16,2,211.87
2425,419,145,2025-03-25,1,96.4
2426,163,24,2024-09-13,1,563.43
2427,316,105,2024-11-05,1,205.64
2428,227,15,2025-03-13,1,206.74
2429,468,88,2025-05-13,1,288.97
2430,280,33,2024-10-11,1,121.24
2431,455,42,2024-10-05,1,19.58
2432,51,129,2025-01-21,1,435.24
2433,419,97,2024-10-11,1,24.03
2434,31,133,2025-02-12,1,145.25
2435,342,142,2025-02-17,2,274.55
2436,114,104,2025-02-14,1,235.06
2437,371,69,2024-09-25,1,186.83
2438,389,88,2025-01-03,2,288.97
2439,140,135,2024-10-30,1,416.04
2440,183,71,2024-08-14,1,320.91
2441,306,22,2025-02-14,1,163.49
2442,226,69,2024-11-28,1,186.83
2443,111,120,2025-04-26,1,556.25
2444,457,20,2024-08-06,1,636.49
2445,13,1,2025-02-27,1,335.74
2446,24,14,2024-09-26,1,348.48
2447,350,34,2025-03-03,1,333.49
2448,98,117,2024-09-05,1,445.78
2449,239,118,2024-11-14,1,319.7
2450,232,116,2024-11-14,1,105.33
2451,277,17,2024-10-21,1,62.02
2452,31,29,2025-03-23,1,58.54
2453,232,102,2025-03-17,1,582.99
2454,305,87,2024-12-05,1,40.12
2455,33,37,2025-03-24,3,226.59
2456,101,52,2024-12-26,1,225.66
2457,250,118,2025-03-22,1,319.7
2458,114,110,2024-10-29,1,152.47
2459,470,50,2025-03-10,1,98.91
2460,298,109,2025-07-04,1,482.64
2461,315,44,2025-05-19,1,274.42
2462,114,18,2024-12-01,2,102.42
2463,223,74,2024-10-20,1,488.38
2464,454,143,2025-06-18,1,385.7
2465,267,129,2025-05-11,1,435.24
2466,231,12,2025-02-05,1,261.78
2467,120,7,2024-09-23,2,303.12
2468,259,63,2025-01-14,1,341.84
2469,282,91,2024-10-24,1,73.18
2470,437,61,2025-04-17,2,131.98
2471,255,115,2024-08-14,1,281.46
2472,437,136,2025-03-25,1,82.14
2473,101,131,2025-02-20,1,625.36
2474,213,27,2024-12-07,2,520.9
2475,190,90,2024-10-09,2,456.59
2476,259,117,2025-03-26,1,524.45
2477,339,143,2024-09-04,1,385.7
2478,159,72,2025-07-03,1,246.7
2479,274,28,2025-03-13,2,213.35
2480,40,127,2024-12-21,1,179.33
2481,165,88,2025-06-07,1,288.97
2482,52,55,2024-12-29,1,526.4
2483,236,123,2025-02-17,1,79.03
2484,240,124,2025-07-13,1,209.47
2485,174,21,2025-03-14,2,199.22
2486,148,120,2024-11-19,2,556.25
2487,155,25,2025-03-16,1,485.62
2488,420,64,2024-08-03,1,312.23
2489,170,112,2024-12-06,2,332.67
2490,375,10,2024-12-01,1,394.66
2491,132,60,2024-11-07,1,190.26
2492,262,134,2024-09-02,1,524.84
2493,448,133,2025-07-07,1,145.25
2494,476,23,2024-10-25,1,113.32
2495,200,84,2025-04-20,1,338.34
2496,170,145,2025-01-15,1,96.4
2497,422,64,2025-06-17,1,312.23
2498,188,133,2024-10-01,1,145.25
2499,96,125,2024-09-24,2,300.73
2500,359,121,2024-10-28,1,538.87
2501,111,105,2025-07-01,1,205.64
2502,352,77,2025-02-16,1,516.83
2503,300,70,2024-11-21,1,300.47
2504,308,108,2024-12-21,1,182.24
2505,61,79,2025-02-05,2,135.77
2506,454,52,2024-11-20,1,225.66
2507,222,104,2025-06-03,1,235.06
2508,101,148,2025-05-19,1,543.51
2509,127,94,2025-07-22,1,512.02
2510,492,111,2025-07-19,2,438.69
2511,60,142,2025-01-19,1,274.55
2512,319,134,2025-05-27,1,524.84
2513,319,4,2024-11-28,1,510.73
2514,369,20,2024-11-28,1,636.49
2515,219,126,2024-10-03,1,217.72
2516,461,57,2025-06-14,1,349.1
2517,19,14,2024-10-10,1,348.48
2518,41,99,2024-12-30,2,208.73
2519,471,19,2025-02-09,1,90.14
2520,445,77,2024-08-20,1,516.83
2521,287,67,2025-01-16,2,331.31
2522,189,22,2024-12-26,3,163.49
2523,490,136,2024-11-26,1,82.14
2524,116,67,2025-01-17,1,331.31
2525,102,21,2024-11-14,1,199.22
2526,389,48,2024-11-22,1,478.84
2527,133,37,2024-11-02,1,226.59
2528,445,107,2024-08-04,1,68.9
2529,318,139,2025-04-09,1,224.44
2530,24,64,2024-11-07,2,312.23
2531,60,55,2024-10-04,1,526.4
2532,183,137,2025-05-31,1,63.66
2533,342,112,2024-11-13,1,332.67
2534,369,33,2024-09-10,1,121.24
2535,267,9,2025-03-28,2,719.54
2536,433,133,2024-11-10,2,145.25
2537,99,89,2024-10-30,1,211.17
2538,498,26,2025-01-03,2,80.28
2539,281,67,2024-11-12,1,331.31
2540,26,108,2025-04-04,1,182.24
2541,23,36,2025-02-01,1,91.26
2542,209,26,2024-10-25,1,80.28
2543,107,128,2025-04-04,2,384.68
2544,124,15,2025-02-12,1,206.74
2545,279,28,2024-10-18,1,213.35
2546,146,120,2024-10-29,2,556.25
2547,102,31,2025-03-26,2,211.87
2548,147,94,2024-12-24,1,512.02
2549,181,147,2025-06-07,2,363.91
2550,452,78,2025-01-18,1,334.81
2551,4,131,2025-03-29,1,625.36
2552,388,134,2024-11-06,1,524.84
2553,107,78,2025-02-08,2,334.81
2554,442,99,2025-05-29,2,208.73
2555,156,105,2024-10-03,1,205.64
2556,495,109,2025-05-17,1,482.64
2557,161,49,2025-06-30,1,77.56
2558,319,102,2024-12-03,2,582.99
2559,491,77,2025-07-13,1,516.83
2560,27,131,2024-12-12,1,625.36
2561,231,138,2025-07-15,1,382.16
2562,172,100,2024-12-05,1,229.29
2563,346,55,2024-08-07,1,526.4
2564,27,66,2025-02-13,2,198.33
2565,242,126,2024-09-11,1,217.72
2566,97,146,2024-11-05,1,343.96
2567,468,21,2024-12-08,1,199.22
2568,103,130,2025-05-28,1,499.34
2569,360,68,2024-09-15,2,266.1
2570,4,128,2024-12-16,1,384.68
2571,224,141,2025-04-09,1,489.58
2572,193,79,2025-07-02,1,135.77
2573,247,121,2025-03-09,1,538.87
2574,342,88,2025-02-08,1,288.97
2575,27,101,2024-10-08,1,15.78
2576,46,54,2024-11-02,1,349.2
2577,101,134,2024-09-26,2,524.84
2578,74,112,2024-11-17,1,332.67
2579,388,51,2024-11-07,1,383.07
2580,167,109,2025-02-26,1,482.64
2581,461,92,2025-06-16,1,213.89
2582,279,119,2025-06-22,1,524.61
2583,194,57,2024-12-29,1,349.1
2584,373,133,2024-10-03,1,145.25
2585,275,69,2025-01-23,1,186.83
2586,50,22,2024-11-29,1,163.49
2587,445,125,2024-08-05,1,300.73
2588,38,3,2024-08-22,1,217.96
2589,499,142,2024-12-15,1,274.55
2590,187,125,2025-06-06,1,300.73
2591,437,15,2024-12-01,1,206.74
2592,177,37,2025-06-09,1,226.59
2593,291,1,2024-09-21,1,335.74
2594,123,19,2024-10-11,1,90.14
2595,434,55,2024-12-22,2,526.4
2596,48,27,2024-12-06,1,520.9
2597,106,12,2025-07-05,1,261.78
2598,235,41,2025-01-12,1,189.78
2599,433,145,2024-11-28,1,81.94
2600,128,10,2024-09-11,1,394.66
2601,457,19,2025-02-14,1,90.14
2602,286,42,2024-11-08,1,19.58
2603,147,134,2025-04-16,1,524.84
2604,79,30,2025-03-28,1,442.18
2605,343,88,2024-12-02,1,288.97
2606,352,50,2024-09-24,1,98.91
2607,474,46,2024-08-15,1,429.28
2608,357,104,2024-12-22,1,235.06
2609,216,125,2024-12-10,1,300.73
2610,290,91,2025-07-10,1,73.18
2611,167,96,2025-06-04,1,65.11
2612,447,54,2025-01-23,1,349.2
2613,51,116,2024-11-23,1,105.33
2614,207,51,2024-12-27,1,383.07
2615,362,31,2024-09-15,1,211.87
2616,346,43,2024-08-01,1,418.43
2617,486,30,2025-05-30,1,442.18
2618,323,32,2024-10-04,1,294.11
2619,298,131,2024-09-24,1,625.36
2620,266,124,2025-01-09,1,209.47
2621,438,121,2024-12-30,1,538.87
2622,126,78,2024-10-15,1,334.81
2623,364,141,2025-07-26,1,489.58
2624,158,51,2025-01-11,1,383.07
2625,271,58,2025-07-19,1,440.25
2626,463,55,2025-04-11,1,526.4
2627,179,21,2025-02-09,1,199.22
2628,327,38,2025-01-18,1,455.18
2629,430,54,2024-11-16,1,349.2
2630,266,62,2024-11-24,1,26.71
2631,163,128,2025-02-17,1,384.68
2632,60,65,2025-05-08,1,135.17
2633,54,130,2025-02-17,1,499.34
2634,217,146,2024-12-23,1,343.96
2635,346,41,2024-11-08,1,189.78
2636,469,42,2025-05-08,1,19.58
2637,240,41,2024-10-07,1,189.78
2638,429,79,2025-07-30,1,135.77
2639,329,106,2025-07-02,2,330.68
2640,208,122,2024-10-10,2,230.92
2641,396,41,2025-04-05,1,189.78
2642,181,73,2024-10-14,1,488.92
2643,164,8,2024-11-09,3,62.79
2644,425,13,2025-05-22,1,379.07
2645,108,100,2024-10-15,1,229.29
2646,460,91,2024-09-19,2,73.18
2647,325,15,2025-03-31,1,206.74
2648,24,135,2024-08-27,1,416.04
2649,293,114,2025-05-31,1,647.69
2650,192,28,2025-02-23,2,213.35
2651,23,128,2024-09-30,1,384.68
2652,93,119,2025-04-08,2,524.61
2653,133,127,2025-06-29,1,179.33
2654,439,15,2025-02-05,1,206.74
2655,101,93,2024-09-29,2,575.84
2656,175,34,2025-04-18,1,333.49
2657,373,102,2025-05-21,1,582.99
2658,183,141,2025-05-31,1,489.58
2659,105,64,2025-05-20,1,312.23
2660,37,87,2025-01-14,1,40.12
2661,275,140,2025-05-03,1,238.53
2662,100,74,2025-07-25,1,488.38
2663,190,138,2025-04-29,1,382.16
2664,153,28,2025-06-30,1,213.35
2665,227,98,2024-09-30,1,81.7
2666,452,44,2025-01-08,1,392.03
2667,483,26,2024-10-05,1,80.28
2668,24,1,2025-07-01,1,335.74
2669,39,123,2025-05-15,1,79.03
2670,230,13,2024-08-18,1,379.07
2671,431,68,2024-10-03,1,295.67
2672,193,10,2024-10-27,1,394.66
2673,394,15,2025-07-03,1,206.74
2674,278,89,2025-01-01,2,211.17
2675,151,150,2024-12-29,1,468.27
2676,194,114,2025-03-16,1,647.69
2677,393,35,2025-04-19,1,401.85
2678,111,32,2024-08-23,1,294.11
2679,315,146,2024-11-05,1,343.96
2680,429,44,2025-06-05,1,274.42
2681,295,77,2025-05-30,1,516.83
2682,429,119,2025-03-05,1,524.61
2683,258,97,2024-12-09,1,24.03
2684,494,69,2024-12-09,1,186.83
2685,373,149,2025-07-22,1,429.45
2686,290,140,2024-11-13,1,238.53
2687,125,92,2024-12-16,1,213.89
2688,225,103,2025-06-06,1,296.39
2689,243,117,2024-10-18,1,524.45
2690,346,6,2025-03-11,1,120.34
2691,406,95,2025-06-06,1,61.73
2692,309,78,2024-12-17,1,334.81
2693,59,63,2025-02-25,1,341.84
2694,127,73,2025-06-24,2,488.92
2695,95,63,2024-11-24,1,341.84
2696,448,4,2024-09-20,1,510.73
2697,469,82,2024-11-22,1,283.53
2698,468,105,2024-10-03,1,205.64
2699,33,110,2025-04-08,2,152.47
2700,274,27,2024-12-23,1,520.9
2701,168,36,2025-06-08,2,91.26
2702,383,149,2024-08-25,1,429.45
2703,246,98,2025-02-16,2,81.7
2704,490,28,2024-10-05,1,213.35
2705,205,51,2024-10-13,3,383.07
2706,477,100,2024-12-15,1,229.29
2707,449,64,2024-12-20,1,312.23
2708,46,141,2024-11-26,1,489.58
2709,69,42,2024-09-17,3,19.58
2710,106,81,2024-08-30,1,261.53
2711,410,50,2024-12-25,1,98.91
2712,145,115,2024-10-09,2,281.46
2713,117,107,2025-07-24,1,68.9
2714,69,129,2025-01-24,2,435.24
2715,53,56,2024-10-29,1,443.42
2716,359,79,2024-10-08,2,135.77
2717,31,60,2025-02-11,1,190.26
2718,49,120,2024-09-27,1,556.25
2719,291,86,2025-07-14,1,118.49
2720,233,119,2024-09-30,1,524.61
2721,121,148,2025-04-05,2,543.51
2722,199,16,2024-11-18,1,412.27
2723,470,75,2025-06-26,1,137.49
2724,331,76,2025-06-12,1,398.3
2725,232,102,2024-12-31,1,582.99
2726,84,110,2024-11-04,1,152.47
2727,391,2,2024-08-05,1,18.99
2728,478,23,2025-04-09,2,113.32
2729,424,140,2024-10-18,2,238.53
2730,449,148,2025-04-07,1,543.51
2731,275,132,2025-07-03,1,208.38
2732,33,93,2025-03-29,1,575.84
2733,109,102,2025-01-01,1,582.99
2734,13,143,2024-11-02,2,385.7
2735,290,126,2024-12-16,1,217.72
2736,212,144,2025-03-13,1,183.68
2737,381,12,2025-07-30,1,261.78
2738,382,21,2024-11-06,1,199.22
2739,23,123,2024-10-08,2,79.03
2740,293,71,2024-12-15,1,320.91
2741,342,88,2025-02-16,1,288.97
2742,454,136,2024-10-04,1,82.14
2743,61,21,2025-04-14,2,199.22
2744,460,16,2025-07-17,1,412.27
2745,306,133,2024-12-27,1,145.25
2746,55,70,2024-12-05,1,300.47
2747,276,34,2025-04-19,1,333.49
2748,181,80,2024-12-22,1,189.8
2749,342,28,2024-12-13,1,213.35
2750,448,109,2024-12-05,1,482.64
2751,269,29,2025-03-08,1,58.54
2752,192,23,2024-10-16,1,113.32
2753,394,49,2024-10-07,1,77.56
2754,11,73,2024-12-19,2,488.92
2755,442,142,2024-10-14,3,274.55
2756,459,78,2025-06-12,1,251.11
2757,492,46,2025-04-26,1,429.28
2758,313,142,2024-11-22,1,274.55
2759,167,75,2025-04-03,1,137.49
2760,31,39,2025-01-03,1,578.5
2761,402,23,2025-02-03,1,113.32
2762,1,112,2024-12-05,1,332.67
2763,406,57,2024-08-25,1,349.1
2764,187,47,2024-08-01,1,87.46
2765,318,126,2025-01-12,1,217.72
2766,120,79,2025-03-30,1,135.77
2767,40,139,2025-06-07,1,224.44
2768,228,63,2024-11-03,1,341.84
2769,453,73,2025-04-09,1,488.92
2770,474,59,2025-01-03,1,122.16
2771,399,109,2025-07-09,1,482.64
2772,121,136,2024-10-06,1,82.14
2773,461,91,2025-05-29,1,73.18
2774,225,32,2025-02-07,2,294.11
2775,200,100,2024-12-20,2,229.29
2776,484,144,2025-02-13,1,183.68
2777,318,121,2024-09-24,1,538.87
2778,167,81,2025-06-05,1,261.53
2779,106,47,2024-11-07,1,87.46
2780,82,23,2024-09-20,1,113.32
2781,332,7,2024-11-12,1,303.12
2782,362,141,2024-10-18,1,489.58
2783,114,98,2024-11-07,1,81.7
2784,134,1,2025-07-31,1,335.74
2785,79,129,2024-09-04,1,435.24
2786,240,15,2024-10-25,1,206.74
2787,232,145,2024-12-27,1,96.4
2788,154,31,2025-05-17,1,211.87
2789,294,69,2025-07-22,1,186.83
2790,195,4,2024-09-08,2,510.73
2791,140,65,2025-04-18,2,135.17
2792,474,17,2025-02-16,1,62.02
2793,353,17,2024-12-18,1,62.02
2794,375,146,2024-08-02,1,343.96
2795,142,33,2024-11-20,1,121.24
2796,398,129,2025-04-20,1,435.24
2797,31,57,2024-12-11,1,349.1
2798,449,13,2024-11-21,2,379.07
2799,290,142,2024-12-16,2,274.55
2800,295,101,2024-10-27,1,15.78
2801,490,12,2025-05-01,1,261.78
2802,64,78,2024-12-21,1,334.81
2803,215,42,2024-12-17,1,19.58
2804,461,66,2024-12-06,1,198.33
2805,98,144,2024-11-16,1,183.68
2806,422,4,2025-02-05,1,510.73
2807,330,47,2024-12-14,1,87.46
2808,194,29,2024-12-29,2,58.54
2809,114,111,2024-11-21,1,438.69
2810,239,110,2024-12-22,1,152.47
2811,454,100,2025-05-26,1,229.29
2812,71,81,2025-07-01,1,261.53
2813,215,112,2025-05-10,1,332.67
2814,386,88,2025-03-15,1,288.97
2815,65,79,2024-12-16,1,135.77
2816,90,71,2025-02-19,1,320.91
2817,354,112,2024-11-27,1,332.67
2818,80,71,2025-03-11,1,320.91
2819,109,121,2025-04-03,1,538.87
2820,155,97,2024-11-01,1,24.03
2821,155,34,2024-10-30,1,333.49
2822,203,10,2024-11-01,2,394.66
2823,367,141,2024-08-11,1,489.58
2824,11,59,2024-09-05,1,122.16
2825,224,86,2025-03-07,1,118.49
2826,253,38,2025-02-10,1,455.18
2827,121,52,2024-10-07,1,225.66
2828,177,128,2024-09-12,1,384.68
2829,206,44,2024-09-24,1,392.03
2830,338,8,2024-09-13,1,62.79
2831,467,17,2025-01-05,1,62.02
2832,111,78,2024-10-19,1,334.81
2833,135,91,2025-06-18,1,73.18
2834,456,3,2024-09-22,1,217.96
2835,61,146,2024-09-22,1,343.96
2836,137,50,2025-03-01,1,98.91
2837,432,124,2024-11-23,1,209.47
2838,257,147,2025-03-07,2,363.91
2839,122,91,2024-09-27,1,73.18
2840,290,116,2024-09-26,1,105.33
2841,258,132,2024-12-23,1,208.38
2842,191,53,2025-06-12,1,487.84
2843,98,139,2025-06-06,1,224.44
2844,381,138,2025-06-04,1,382.16
2845,489,31,2025-03-06,1,211.87
2846,429,70,2024-12-17,1,300.47
2847,328,25,2024-12-14,1,485.62
2848,498,103,2024-10-15,2,296.39
2849,175,64,2024-12-21,45,312.23
2850,215,82,2024-11-02,1,283.53
2851,131,98,2025-01-28,1,81.7
2852,114,18,2025-03-06,2,102.42
2853,44,50,2025-06-22,1,98.91
2854,458,31,2025-02-13,1,211.87
2855,492,127,2024-11-26,2,179.33
2856,360,41,2024-11-21,1,189.78
2857,175,89,2024-11-29,1,211.17
2858,149,33,2024-09-26,1,121.24
2859,494,12,2025-01-26,1,261.78
2860,118,143,2024-10-11,2,385.7
2861,389,69,2025-03-04,1,186.83
2862,458,146,2024-11-23,1,343.96
2863,107,111,2024-10-10,1,438.69
2864,7,95,2025-02-07,1,61.73
2865,436,48,2024-09-07,1,478.84
2866,272,87,2024-08-16,1,40.12
2867,8,47,2024-10-12,1,87.46
2868,334,77,2024-09-09,1,516.83
2869,294,143,2025-03-02,1,385.7
2870,442,68,2024-11-02,2,295.67
2871,241,10,2025-03-29,1,394.66
2872,463,59,2025-01-20,1,97.73
2873,297,40,2024-12-25,1,480.83
2874,464,87,2024-10-28,1,40.12
2875,242,146,2024-12-11,1,343.96
2876,463,129,2025-04-14,1,435.24
2877,175,137,2024-11-25,1,63.66
2878,288,26,2024-10-20,1,80.28
2879,423,69,2024-09-17,1,186.83
2880,294,61,2024-11-21,1,131.98
2881,92,30,2025-03-28,1,442.18
2882,52,131,2025-02-11,1,625.36
2883,44,62,2024-11-08,1,26.71
2884,288,102,2024-09-23,1,582.99
2885,443,46,2025-01-19,1,429.28
2886,70,29,2024-12-23,1,58.54
2887,429,73,2024-09-24,1,488.92
2888,176,38,2025-06-02,1,455.18
2889,463,111,2025-01-06,1,438.69
2890,193,45,2024-11-12,1,53.21
2891,109,22,2024-08-17,1,163.49
2892,239,126,2025-05-17,1,217.72
2893,80,135,2025-04-05,1,416.04
2894,490,125,2025-01-09,1,300.73
2895,272,88,2025-01-06,1,288.97
2896,219,96,2025-01-17,1,65.11
2897,101,130,2025-04-15,1,499.34
2898,1,111,2024-10-16,1,438.69
2899,168,148,2024-08-20,1,543.51
2900,280,65,2024-11-27,1,135.17
2901,492,90,2025-01-22,1,456.59
2902,222,77,2024-10-07,1,516.83
2903,15,97,2025-03-09,1,24.03
2904,416,50,2025-02-15,1,98.91
2905,64,46,2024-10-18,1,429.28
2906,280,64,2025-04-12,2,312.23
2907,216,130,2024-08-08,1,499.34
2908,373,74,2024-09-14,1,488.38
2909,159,5,2025-03-21,1,287.24
2910,322,147,2024-12-30,1,363.91
2911,427,28,2024-12-22,1,213.35
2912,55,17,2025-01-28,1,62.02
2913,383,74,2025-03-24,1,488.38
2914,499,66,2025-05-19,1,198.33
2915,63,35,2025-02-22,1,401.85
2916,181,23,2024-10-06,2,113.32
2917,140,89,2025-01-08,1,211.17
2918,332,132,2025-03-19,1,208.38
2919,256,78,2025-07-16,1,334.81
2920,388,109,2025-06-26,1,482.64
2921,167,80,2024-12-04,1,189.8
2922,83,134,2025-05-15,1,524.84
2923,279,101,2024-09-23,1,15.78
2924,248,83,2024-10-21,1,296.51
2925,492,56,2024-09-07,1,443.42
2926,321,58,2025-01-26,1,440.25
2927,386,73,2025-06-25,2,488.92
2928,302,63,2025-03-27,1,341.84
2929,55,21,2024-11-01,1,199.22
2930,39,81,2024-11-11,1,261.53
2931,479,57,2024-09-03,2,349.1
2932,96,69,2025-06-06,1,186.83
2933,420,55,2024-09-28,1,526.4
2934,494,15,2025-03-29,1,206.74
2935,256,53,2024-11-18,1,487.84
2936,140,52,2025-02-11,1,225.66
2937,496,121,2025-03-31,1,538.87
2938,279,7,2024-11-17,1,303.12
2939,124,109,2024-12-08,2,482.64
2940,13,90,2024-09-12,1,456.59
2941,420,43,2024-12-19,1,418.43
2942,84,97,2024-12-31,1,24.03
2943,281,143,2025-04-26,1,385.7
2944,288,22,2024-12-11,1,163.49
2945,420,140,2024-08-28,1,238.53
2946,144,125,2025-03-08,1,300.73
2947,24,82,2024-12-31,2,283.53
2948,152,147,2025-04-04,1,363.91
2949,61,3,2025-06-02,1,217.96
2950,134,61,2024-10-14,3,131.98
2951,217,39,2025-01-10,1,578.5
2952,252,113,2024-09-19,1,440.12
2953,51,27,2024-11-05,1,520.9
2954,295,137,2025-06-04,2,63.66
2955,475,10,2025-01-26,1,394.66
2956,452,135,2024-08-09,1,416.04
2957,481,6,2025-02-28,1,120.34
2958,388,58,2025-01-19,1,440.25
2959,99,138,2024-10-30,3,382.16
2960,51,127,2025-02-08,1,179.33
2961,263,111,2025-06-01,2,438.69
2962,159,138,2025-03-12,1,382.16
2963,46,87,2024-09-23,2,40.12
2964,266,49,2025-02-27,1,77.56
2965,113,7,2025-03-04,1,303.12
2966,458,121,2024-09-28,1,538.87
2967,394,12,2025-03-26,1,261.78
2968,107,119,2025-02-19,1,524.61
2969,265,43,2025-04-17,1,418.43
2970,286,115,2025-07-04,1,281.46
2971,73,88,2025-03-01,1,288.97
2972,348,79,2024-08-14,2,135.77
2973,395,99,2025-06-04,1,208.73
2974,126,87,2025-03-09,1,40.12
2975,396,112,2025-02-17,1,332.67
2976,4,50,2025-06-26,1,98.91
2977,86,118,2025-05-23,1,319.7
2978,215,130,2025-06-22,1,499.34
2979,330,43,2024-10-28,1,418.43
2980,111,137,2025-03-12,1,63.66
2981,330,11,2025-04-16,1,16.25
2982,471,116,2025-05-11,2,105.33
2983,45,125,2025-01-13,1,300.73
2984,486,71,2024-09-17,3,320.91
2985,452,119,2025-05-31,1,524.61
2986,72,85,2025-01-31,1,339.74
